"name","brand","ean","price","grammage","category","sale","image"
"Rotkäppchen Sekt trocken 0,75l","Rotkäppchen-Mumm","4400066903417","4.99","0,75l (1 l = 6,65 €)","Monats-Highlights","False","https://img.rewe-static.de/6242901/3039910_digital-image.png"
"Rotkäppchen Sekt Rosé trocken 0,75l","Rotkäppchen-Mumm","4014741003813","4.99","0,75l (1 l = 6,65 €)","Monats-Highlights","False","https://img.rewe-static.de/3007234/1807200_digital-image.png"
"REWE Beste Wahl Allgäuer Emmentaler am Stück 250g","REWE Beste Wahl","4337256255318","3.39","250g (1 kg = 13,56 €)","Monats-Highlights","False","https://img.rewe-static.de/0139591/27830167_digital-image.png"
"Frosta Tortellini Rahmspinat XXL Family Pack 800g","Frosta","4008366010004","6.99","800g (1 kg = 8,74 €)","Monats-Highlights","False","https://img.rewe-static.de/2092152/25047662_digital-image.png"
"Beyond Meat Beyond Burger vegan 226g","Beyond Meat","1230000068017","3.99","226g (1 kg = 17,65 €)","Monats-Highlights","False","https://img.rewe-static.de/7815185/35453040_digital-image.png"
"REWE Bio Hamburger Rindfleisch","REWE Bio","4388844253803","4.99","200g (1 kg = 24,95 €)","Monats-Highlights","False","https://img.rewe-static.de/2823005/25962329_digital-image.png"
"Babytime Feuchttücher classic 2x80 Stück","Babytime","21345401","1.95","160 Stück","Monats-Highlights","False","https://img.rewe-static.de/8069863/29927989_digital-image.png"
"Rotkäppchen Sekt halbtrocken 0,75l","Rotkäppchen-Mumm","4400066903530","4.99","0,75l (1 l = 6,65 €)","Monats-Highlights","False","https://img.rewe-static.de/6242880/1807160_digital-image.png"
"Dr. Pepper Vanilla Float 0,33l","Dr Pepper","4000140714757","0.79","0,33l (1 l = 2,39 €)","Monats-Highlights","True","https://img.rewe-static.de/8770512/37035103_digital-image.png"
"Ostmann Oregano gerebelt 25g","Ostmann","4002674073959","2.79","25g (1 kg = 111,60 €)","Monats-Highlights","False","https://img.rewe-static.de/4248490/7465890_digital-image.png"
"Rügenwalder Mühle Veganer Mühlen Aufschnitt Paprika Typ Hähnchen 70g","Rügenwalder Mühle","4000405003398","1.11","70g (1 kg = 15,86 €)","Monats-Highlights","True","https://img.rewe-static.de/8168290/47169886_digital-image.png"
"Ostmann Majoran gerebelt 20g","Ostmann","4002674073607","2.99","20g (1 kg = 149,50 €)","Monats-Highlights","False","https://img.rewe-static.de/4208404/7460730_digital-image.png"
"REWE Beste Wahl 4-Käse-Tortelloni 1kg","REWE Beste Wahl","4337256674812","4.99","1000g","Monats-Highlights","False","https://img.rewe-static.de/0118021/20677795_digital-image.png"
"Hitschies Fruchtgummi-Schnüre 4 Farben 125g","Hitschler","4003840008188","0.99","125g (1 kg = 7,92 €)","Monats-Highlights","True","https://img.rewe-static.de/0363322/10503170_digital-image.png"
"Coca-Cola 4x1,5l","Coca-Cola","5000112547733","4.76","4x1,50l (1 l = 0,79 €)","Monats-Highlights","True","https://img.rewe-static.de/6731201/2325040_digital-image.png"
"Oryza Natur-Reis 1kg","Oryza","4006237630115","3.29","1000g","Monats-Highlights","False","https://img.rewe-static.de/5272319/3311040_digital-image.png"
"Chio Mikrowellen Popcorn süß 100g","Chio","4001242108574","1.29","100g (1 kg = 12,90 €)","Monats-Highlights","False","https://img.rewe-static.de/8906308/39134065_digital-image.png"
"REWE Beste Wahl Sweet Chilisauce 700ml","REWE Beste Wahl","4337256469913","2.99","700ml (1 l = 4,27 €)","Monats-Highlights","False","https://img.rewe-static.de/2719109/25294487_digital-image.png"
"Purina Felix Sensations Gelees Geschmacksvielfalt vom Land in aromatischem Gelee 24x85g","Felix","7613036898775","9.99","24x85g (1 kg = 4,90 €)","Monats-Highlights","False","https://img.rewe-static.de/8067613/29833890_digital-image.png"
"Rotkäppchen Fruchtsecco Himbeere 0,75l","Rotkäppchen-Mumm","4014741647017","4.99","0,75l (1 l = 6,65 €)","Monats-Highlights","False","https://img.rewe-static.de/3219272/26638381_digital-image.png"
"Original Wagner Big City Pizza Boston 430g","Original Wagner","7613035492806","3.49","430g (1 kg = 8,12 €)","Monats-Highlights","False","https://img.rewe-static.de/2670487/25165468_digital-image.png"
"Coca-Cola Zero Sugar 6x2l","Coca-Cola","5000112552225","13.14","6x2l (1 l = 1,10 €)","Monats-Highlights","False","https://img.rewe-static.de/0049838/21202362_digital-image.png"
"Schilkin Berliner Luft Pfefferminz Likör 0,7l","Schilkin","4013228325202","7.99","0,70l (1 l = 11,41 €)","Monats-Highlights","False","https://img.rewe-static.de/0109996/3062710_digital-image.png"
"Palmolive Flüssigseife Nachfüller Hygiene Plus 500ml","Palmolive","8718951460485","1.99","500ml (1 l = 3,98 €)","Monats-Highlights","False","https://img.rewe-static.de/7848378/41022358_digital-image.png"
"Coca-Cola 6x2l","Coca-Cola","5000112547429","13.14","6x2l (1 l = 1,10 €)","Monats-Highlights","False","https://img.rewe-static.de/6730825/2175310_digital-image.png"
"Meisterklasse Schinkenzwiebelmettwurst 200g","Meisterklasse","4006784006333","2.29","200g (1 kg = 11,45 €)","Monats-Highlights","False","https://img.rewe-static.de/5926556/3903460_digital-image.png"
"Monster Energy 4x0,5l","Monster","5060517884406","4.99","4x0,50l (1 l = 2,50 €)","Monats-Highlights","False","https://img.rewe-static.de/7284378/33607180_digital-image.png"
"Ostmann Kräuter der Provence 35g","Ostmann","4002674073188","2.79","35g (1 kg = 79,71 €)","Monats-Highlights","False","https://img.rewe-static.de/4208331/7471870_digital-image.png"
"Rotkäppchen Sekt mild 0,75l","Rotkäppchen-Mumm","4400066903714","4.99","0,75l (1 l = 6,65 €)","Monats-Highlights","False","https://img.rewe-static.de/6972527/20398653_digital-image.png"
"Unser Land Eier Bodenhaltung Junghahn 6 Stück","Unser Land","4022621702046","2.59","6 Stück","Monats-Highlights","False","https://img.rewe-static.de/7853124/34852347_digital-image.png"
"KoRo Erdnussmus Salted Caramel vegan 500g","KoRo","4255582803303","7.99","500g (1 kg = 15,98 €)","Monats-Highlights","False","https://img.rewe-static.de/8853823/40804663_digital-image.png"
"Pampers Premium Protection Windeln Gr.3 6-10kg 58 Stück","Pampers","8700216207461","17.39","58 Stück","Monats-Highlights","False","https://img.rewe-static.de/7587398/43449780_digital-image.png"
"Somat Classic Spülmaschinenpulver 960g, 60WL","Somat","4015200033495","5.79","960g (1 kg = 6,03 €)","Monats-Highlights","False","https://img.rewe-static.de/7626386/42405715_digital-image.png"
"Butcher's Burger Vegane Buns Brioche Style 4 Stück","Butcher's Burger","4337256577977","1.69","250g (1 kg = 6,76 €)","Monats-Highlights","False","https://img.rewe-static.de/8888961/39251810_digital-image.png"
"Homann Hot-Dog-Soße 450ml","Homann","4030800001651","1.69","450ml (1 l = 3,76 €)","Monats-Highlights","True","https://img.rewe-static.de/2167677/22885174_digital-image.png"
"Merci lovelies White 185g","Merci","4014400933062","2.99","185g (1 kg = 16,16 €)","Monats-Highlights","False","https://img.rewe-static.de/8771763/36284229_digital-image.png"
"WC Frisch Kraft Aktiv Lemon Super-Pack 150g","WC Frisch","4015000969475","5.29","3x50g (1 kg = 35,27 €)","Monats-Highlights","False","https://img.rewe-static.de/8033991/31549348_digital-image.png"
"Persil Vollwaschmittel Universal Kraft-Gel 4,5l, 100WL","Persil","4015200031774","23.99","4,50l (1 l = 5,33 €)","Monats-Highlights","False","https://img.rewe-static.de/7697027/40068782_digital-image.png"
"Weleda Everon Lippenpflege Blisterpackung","Weleda","4001638088381","3.79","4,80g","Monats-Highlights","False","https://img.rewe-static.de/0360409/8773340_digital-image.png"
"Lindt Mini Pralinés Schichtnougat 165g","Lindt","4000539320804","12.99","165g (1 kg = 78,73 €)","Monats-Highlights","False","https://img.rewe-static.de/0531536/7452540_digital-image.png"
"Maggi Delikatess Sauce zu Braten ergibt 3 Liter","Maggi","7613035442108","3.49","3l (1 l = 1,16 €)","Monats-Highlights","False","https://img.rewe-static.de/2744752/24894515_digital-image.png"
"Alviana Stückseife Lemongras 100g","Alviana","42267171","1.89","100g (1 kg = 18,90 €)","Monats-Highlights","False","https://img.rewe-static.de/3205861/26352087_digital-image.png"
"Meßmer Kamille 75g, 50 Beutel","Meßmer","4002221009905","3.99","75g (1 kg = 53,20 €)","Monats-Highlights","False","https://img.rewe-static.de/0682727/5251850_digital-image.png"
"REWE Beste Wahl Hot Dog Rolls Brioche 6 Stück","REWE Beste Wahl","4337256754453","1.99","270g (1 kg = 7,37 €)","Monats-Highlights","True","https://img.rewe-static.de/8273841/29260636_digital-image.png"
"Lindt Mini Pralinés 180g","Lindt","4000539103780","12.99","180g (1 kg = 72,17 €)","Monats-Highlights","False","https://img.rewe-static.de/8321644/29834111_digital-image.png"
"Yogi Tea Bio Tee Classic 37,4g 17 Beutel","Yogi Tea","4012824400016","2.75","37,40g (1 kg = 73,53 €)","Monats-Highlights","False","https://img.rewe-static.de/1383241/20285065_digital-image.png"
"Wilhelm Brandenburg Salami in Brezelform 80g","Wilhelm Brandenburg","4337256528351","2.39","80g (1 kg = 29,88 €)","Monats-Highlights","True","https://img.rewe-static.de/8146449/29375434_digital-image.png"
"Meisterklasse Wiener Würstchen 750g","Meisterklasse","4006784404351","6.89","750g (1 kg = 9,19 €)","Monats-Highlights","False","https://img.rewe-static.de/2530990/24817476_digital-image.png"
"Kinder Schoko-Bons 300g","Kinder","4008400280127","4.99","300g (1 kg = 16,63 €)","Monats-Highlights","False","https://img.rewe-static.de/0762600/8703610_digital-image.png"
"Ostmann Rosmarin geschnitten 50g","Ostmann","4002674074956","2.99","50g (1 kg = 59,80 €)","Monats-Highlights","False","https://img.rewe-static.de/4237528/7460940_digital-image.png"
"Doritos Sweet Chili Pepper 110g","Doritos","4062139006052","1.19","110g (1 kg = 10,82 €)","Monats-Highlights","True","https://img.rewe-static.de/7795063/35974220_digital-image.png"
"REWE Bio Schlagsahne 30% 500g","REWE Bio","4337256736879","2.99","500g (1 kg = 5,98 €)","Monats-Highlights","False","https://img.rewe-static.de/9014698/41866190_digital-image.png"
"Chio Dip! Hot Cheese 200ml","Chio","4001242108239","2.69","200ml (1 l = 13,45 €)","Monats-Highlights","False","https://img.rewe-static.de/7836375/35802566_digital-image.png"
"Red Bull Energy Drink 4x0,25l","Red Bull","9002490203658","3.8","4x0,25l","Monats-Highlights","True","https://img.rewe-static.de/2843250/698730_digital-image.png"
"Desperados Original 4x0,33l","Desperados","4002631040505","6.59","4x0,33l (1 l = 4,99 €)","Monats-Highlights","False","https://img.rewe-static.de/4892976/2995400_digital-image.png"
"Luftschlangen 3 Stück","NA","194099013710","1.49","3 Stück","Monats-Highlights","False","https://img.rewe-static.de/8400803/32008029_digital-image.png"
"Oryza Risotto- & Paella-Reis 1kg","Oryza","4006237641029","4.49","1000g","Monats-Highlights","False","https://img.rewe-static.de/1471394/22002696_digital-image.png"
"Fürst von Metternich Sekt trocken 0,2l","Fürst von Metternich","4003310112209","3.29","0,20l (1 l = 16,45 €)","Monats-Highlights","False","https://img.rewe-static.de/5484197/1311500_digital-image.png"
"Mini Dickmann's Schoko Trio 200g, 24 Stück","Dickmann's","4035800410724","2.29","200g (1 kg = 11,45 €)","Monats-Highlights","False","https://img.rewe-static.de/5469872/1363360_digital-image.png"
"Hengstenberg Hot Dog Gurken 185g","Hengstenberg","4008100140721","2.29","185g (1 kg = 12,38 €)","Monats-Highlights","False","https://img.rewe-static.de/8326381/31009461_digital-image.png"
"Rügenwalder Zwiebelmettwurst 100g","Rügenwalder Mühle","4000405003084","1.99","100g (1 kg = 19,90 €)","Monats-Highlights","False","https://img.rewe-static.de/7027264/26500824_digital-image.png"
"Iglo Kräuter Zwiebel-Duo 70g","Iglo","4250241208864","1.29","70g (1 kg = 18,43 €)","Monats-Highlights","False","https://img.rewe-static.de/7837659/35150479_digital-image.png"
"Mars Mixed Minis Schokoriegel 400g","Mars","5000159561204","4.99","400g (1 kg = 12,48 €)","Monats-Highlights","False","https://img.rewe-static.de/9052758/43186963_digital-image.png"
"Heineken 0,0% alkoholfrei 6x0,33l","Heineken","8712000050122","6.29","6x0,33l (1 l = 3,18 €)","Monats-Highlights","False","https://img.rewe-static.de/3155899/35786324_digital-image.png"
"REWE Bio Wiener Würstchen 250g","REWE Bio","4337256213035","3.99","250g (1 kg = 15,96 €)","Monats-Highlights","False","https://img.rewe-static.de/2937503/26024362_digital-image.png"
"Pfanner Ice Tea Pfirsich 2l","Pfanner","9006900011529","1.99","2l (1 l = 1 €)","Monats-Highlights","False","https://img.rewe-static.de/0794880/35678029_digital-image.png"
"Frosch Spülmittel Limone 750ml","Frosch","4001499964541","1.89","750ml (1 l = 2,52 €)","Monats-Highlights","False","https://img.rewe-static.de/7198731/27429058_digital-image.png"
"Haribo Fruchtgummi Goldbären Minis 250g","Haribo","4001686301524","2.49","250g (1 kg = 9,96 €)","Monats-Highlights","False","https://img.rewe-static.de/4987055/2835630_digital-image.png"
"Butcher's Burger Angus Irish Beef Burger Patties 230g","Butcher's Burger","4337256189897","3.33","230g (1 kg = 14,48 €)","Monats-Highlights","True","https://img.rewe-static.de/7938024/33031415_digital-image.png"
"Yogi Tea Bio Tee Abend 30,6g 17 Beutel","Yogi Tea","4012824401211","2.75","30,60g (1 kg = 89,87 €)","Monats-Highlights","False","https://img.rewe-static.de/1383276/23249688_digital-image.png"
"Chio Dip! Mild Salsa 200ml","Chio","4001242108222","2.69","200ml (1 l = 13,45 €)","Monats-Highlights","False","https://img.rewe-static.de/7838071/35802342_digital-image.png"
"Bonduelle Erbsen & Möhrchen 530g","Bonduelle","3083681158106","2.39","530g (1 kg = 4,51 €)","Monats-Highlights","False","https://img.rewe-static.de/7706716/38308805_digital-image.png"
"Kölln Müsli Bircher Frucht Vorratspack 1,7kg","Kölln","4000540001563","9.99","1700g (1 kg = 5,88 €)","Monats-Highlights","False","https://img.rewe-static.de/2569521/25960119_digital-image.png"
"Hanuta Crispy Cocoa vegan 10x22g","Hanuta","8000500440858","2.99","10x22g (1 kg = 13,59 €)","Monats-Highlights","False","https://img.rewe-static.de/9928982/46076786_digital-image.png"
"Lorenz Snack-Hits 280g","Lorenz","4018077010316","3.29","280g (1 kg = 11,75 €)","Monats-Highlights","False","https://img.rewe-static.de/9071974/43767605_digital-image.png"
"Coca-Cola 10x0,33l","Coca-Cola","5000112612288","9.9","10x0,33l (1 l = 3 €)","Monats-Highlights","False","https://img.rewe-static.de/1403832/29087987_digital-image.png"
"Lay's Bugles Nacho Cheese 75g","Lay's","4062139009879","1.19","75g (1 kg = 15,87 €)","Monats-Highlights","True","https://img.rewe-static.de/7599089/42866157_digital-image.png"
"Vivess Holzgabel 20 Stück","Vivess","4388860734256","1.69","20 Stück","Monats-Highlights","False","https://img.rewe-static.de/8365656/30051091_digital-image.png"
"Yogi Tea Bio Kräutertee Lebensfreude 30,6g 17 Beutel","Yogi Tea","4012824401686","2.75","30,60g (1 kg = 89,87 €)","Monats-Highlights","False","https://img.rewe-static.de/1383289/20285045_digital-image.png"
"Haribo Fruchtgummi Goldbären 1kg","Haribo","4001686301784","5.99","1000g","Monats-Highlights","False","https://img.rewe-static.de/8593736/6395520_digital-image.png"
"Iglo Filegro Traditioneller Ofen-Backfisch 480g","Iglo","4250241206969","6.89","480g (1 kg = 14,35 €)","Monats-Highlights","False","https://img.rewe-static.de/2818497/25304478_digital-image.png"
"nimm2 Bonbons 429g","Nimm2","4014400917772","1.99","429g (1 kg = 4,64 €)","Monats-Highlights","False","https://img.rewe-static.de/1485028/20729017_digital-image.png"
"Pfanner Ice Tea Lemon-Lime 2l","Pfanner","9006900011512","1.99","2l (1 l = 1 €)","Monats-Highlights","False","https://img.rewe-static.de/0794902/1858640_digital-image.png"
"Settele Eier-Spätzle Knöpfle 1kg","Settele","4006986021707","3.99","1000g","Monats-Highlights","False","https://img.rewe-static.de/9192921/2284380_digital-image.png"
"Frosch Senses Cremeseife Granatapfel 500ml","Frosch","4001499967412","2.49","500ml (1 l = 4,98 €)","Monats-Highlights","False","https://img.rewe-static.de/1019372/22168372_digital-image.png"
"Ömür Käse in Salzlake 800g","Ömür","4002566002548","7.59","800g (1 kg = 9,49 €)","Monats-Highlights","False","https://img.rewe-static.de/1036317/9187030_digital-image.png"
"REWE Beste Wahl Fleisch-Tortelloni 1kg","REWE Beste Wahl","4337256671378","4.99","1000g","Monats-Highlights","False","https://img.rewe-static.de/0117996/21909375_digital-image.png"
"Heinz American Style Burger Sauce 220ml","Heinz","5900783007966","2.29","220ml (1 l = 10,41 €)","Monats-Highlights","False","https://img.rewe-static.de/2824894/35637912_digital-image.png"
"Heidemetzger Frühstücksmett traditionell 150g","Heidemetzger","4004787051947","2.59","150g (1 kg = 17,27 €)","Monats-Highlights","False","https://img.rewe-static.de/2111681/23475609_digital-image.png"
"Dr. Best Zahnbürste Hoch-Tief Mittel 2+1 Stück","Dr. Best","5054563924872","3.89","3 Stück","Monats-Highlights","False","https://img.rewe-static.de/7872619/33755514_digital-image.png"
"Pfanner Ice Tea Time to Melonice Wassermelone 2l","Pfanner","9006900226589","1.99","2l (1 l = 1 €)","Monats-Highlights","False","https://img.rewe-static.de/8710404/35463825_digital-image.png"
